"LIST_NO","LIST_DATE","LEVELS_MF","ADDRESS","NO_BEDROOMS","FURNISHED_RN","HIGH_SCHOOL","LIST_OR_SALE_PRICE","LIST_PRICE","ORIG_PRICE","SQUARE_FEET","NEIGHBORHOOD","OFF_MKT_DATE","OFFER_DATE"
73269328,"07/25/2024",,"51 Hancock St U:8",1,,"BPS",2650.00,2650.00,2850.00,385,,"09/01/2024","08/31/2024"
73269320,"06/15/2024",,"24 Griggs Ln U:2L",1,"No","MPS",2331.00,2300.00,2300.00,700,,"06/17/2024","06/17/2024"
73269289,"07/25/2024",,"35 Howard U:2",3,,"WHS",3650.00,3800.00,3800.00,1375,,"08/15/2024","08/15/2024"
73269275,"07/25/2024",,"2 Winslow ln U:308",2,,"Grafton High",3000.00,3000.00,3200.00,1425,,"08/09/2024","08/09/2024"
73269273,"07/25/2024",,"53 Fernview Avenue U:4",2,"No",,2200.00,2200.00,2200.00,850,,"07/31/2024","07/31/2024"
73269272,"07/25/2024",,"100 Lanark Rd. U:1",1,"No",,2150.00,2150.00,2150.00,467,,"08/07/2024","07/30/2024"
73269258,"07/24/2024",,"500 Salem St U:406",2,"No",,2750.00,2750.00,2900.00,1124,,"09/21/2024","09/21/2024"
73269249,"07/24/2024",,"15 Walden Drive U:9",1,"No",,1950.00,1950.00,1950.00,683,,"09/07/2024","09/07/2024"
73269248,"07/24/2024",,"25 Eleanor Street U:105",0,,,1800.00,1800.00,1900.00,400,,"08/11/2024","08/11/2024"
73269242,"07/24/2024",,"132 Clocktower U:4310",2,,,3400.00,3400.00,3400.00,1325,,"08/10/2024","07/31/2024"
73269241,"07/24/2024",,"125 Oxford Road U:125",3,"No","Newton South",5500.00,5500.00,5500.00,1330,,"07/30/2024","07/30/2024"
73269239,"07/24/2024",,"10 Essex Street U:2",2,"No","BHS",2200.00,2200.00,2200.00,800,,"08/26/2024","08/26/2024"
73269237,"07/24/2024",,"24 story U:1",3,,,2750.00,2750.00,2900.00,1100,,"08/11/2024","08/11/2024"
73269235,"07/24/2024",,"30-32 Autumn Street U:1",3,"No",,3500.00,3500.00,3500.00,1500,,"08/22/2024","08/16/2024"
73269234,"07/24/2024",,"248 Broadway U:1",2,,,2900.00,2900.00,2900.00,1400,,"08/06/2024","08/06/2024"
73269228,"07/24/2024",,"129 Grew Ave U:B",3,"No","BPS",3300.00,3500.00,3500.00,1380,,"08/26/2024","08/26/2024"
73269218,"07/24/2024",,"4 Roslyn U:1",2,"No",,2200.00,2200.00,2200.00,1240,,"08/11/2024","07/29/2024"
73269209,"07/24/2024",,"62 Shrewsbury Green Dr U:E",1,"No",,1650.00,1650.00,1650.00,685,,"08/05/2024","08/05/2024"
73269205,"07/24/2024",,"15 Sleeper Street U:404",0,"No",,4800.00,4800.00,4800.00,1127,,"08/06/2024","07/25/2024"
73269196,"07/24/2024",,"681 East 7Th St U:1",1,"No",,2950.00,2950.00,3000.00,717,,"08/08/2024","08/08/2024"
73269192,"07/24/2024",,"6 Beatrice Drive U:0",3,,,2750.00,2750.00,2750.00,1566,,"08/28/2024","08/28/2024"
73269184,"07/24/2024",,"11 Larason Farm Rd U:11",3,"No",,3750.00,3750.00,3750.00,2152,,"08/06/2024","08/06/2024"
73269183,"07/24/2024",,"65 Saxton Street U:1",2,,,2650.00,2650.00,2700.00,980,,"08/19/2024","08/19/2024"
73269171,"07/24/2024",,"20 Bates Street U:2",2,,,4950.00,4950.00,4950.00,1400,,"08/01/2024","08/01/2024"
73269154,"07/24/2024",,"1 Olson St. U:4",2,"No",,3500.00,3500.00,3500.00,2008,,"08/15/2024","08/15/2024"
73269153,"07/24/2024",,"391 Elm Street U:3",1,,,1900.00,1900.00,1900.00,1000,,"08/24/2024","08/24/2024"
73269135,"07/24/2024",,"295 Beacon U:63",1,"No",,3350.00,3250.00,3250.00,585,,"08/02/2024","08/02/2024"
73269127,"07/24/2024",,"10 Cross Street U:1",1,"No",,2200.00,2200.00,2200.00,600,,"08/15/2024","08/15/2024"
73269119,"07/24/2024",,"125 Park Dr U:3",0,,,2350.00,2350.00,2350.00,350,,"08/19/2024","08/19/2024"
73269118,"07/24/2024",,"30 Macintosh Ln U:30",2,"Partial",,1900.00,1800.00,1800.00,1150,,"09/04/2024","09/04/2024"
73269113,"07/24/2024",,"15 Merrymount Avenue U:2",4,"No",,3900.00,3850.00,4400.00,1300,,"08/30/2024","08/30/2024"
73269106,"07/24/2024",,"134 East Main Street U:A",2,"No",,2250.00,2250.00,2250.00,1200,,"08/22/2024","08/22/2024"
73269105,"07/24/2024",,"7 Gulf St U:7",3,,"Tahanto",3650.00,3500.00,3500.00,2500,,"08/01/2024","07/28/2024"
73269102,"07/24/2024",,"311 Bridle Path",2,"No",,3400.00,3400.00,3400.00,2024,,"08/23/2024","08/23/2024"
73269101,"07/24/2024",,"195 Saint Paul St U:1G",2,,"Brookline High",3650.00,3700.00,3700.00,1000,,"08/28/2024","08/17/2024"
73269092,"07/24/2024",,"15 Willis St U:1",1,"No",,2150.00,2150.00,2300.00,700,,"08/15/2024","08/15/2024"
73269091,"07/24/2024",,"880 East Broadway U:2",2,,,3000.00,3000.00,3600.00,1000,,"08/28/2024","08/28/2024"
73269089,"07/24/2024",,"404 Lowell Street U:5",1,"No",,2800.00,2800.00,2700.00,890,,"08/29/2024","08/29/2024"
73269088,"07/24/2024",,"284 E ST U:1",1,"No",,2250.00,2250.00,2300.00,550,,"07/28/2024","07/28/2024"
73269086,"07/24/2024",,"20 Perrin U:1",1,"No",,2000.00,2000.00,1900.00,900,,"08/14/2024","08/14/2024"
73269085,"07/24/2024",,"232 TREMONT ST U:31",1,"No",,1875.00,1850.00,1850.00,700,,"08/04/2024","08/04/2024"
73269079,"07/24/2024",,"184 I St U:3",1,,,3050.00,3000.00,3000.00,635,,"07/27/2024","07/27/2024"
73269068,"07/24/2024",,"83 Waterston Ave. U:1",3,,,2800.00,3000.00,3000.00,1500,,"08/19/2024","08/19/2024"
73269066,"07/24/2024",,"117 Lake Shore Rd U:4",2,,,2600.00,2600.00,2900.00,825,,"08/31/2024","08/31/2024"
73269057,"07/24/2024",,"300 Canal Street U:5-104",3,"No",,3500.00,3500.00,3500.00,2026,,"08/06/2024","08/06/2024"
73269055,"07/24/2024",,"329 Ash Street",3,"No",,3200.00,3200.00,3200.00,2000,,"07/30/2024","07/30/2024"
73269054,"07/24/2024",,"300 Canal Street U:5-103",2,"No",,2775.00,2775.00,2775.00,1840,,"07/30/2024","07/30/2024"
73269042,"07/24/2024",,"137 P Street U:2",2,"No",,4050.00,4250.00,4250.00,1000,,"08/07/2024","08/07/2024"
73269039,"07/24/2024",,"340 W 2nd St U:PH23",2,"No",,4600.00,4600.00,4600.00,1076,,"08/06/2024","08/06/2024"
73269038,"07/24/2024",,"40 Fay U:202",1,"No",,3800.00,3800.00,4200.00,886,,"09/01/2024","09/01/2024"
73269029,"07/24/2024",,"300 Canal Street U:5-102",2,"No",,2500.00,2500.00,2500.00,1350,,"07/30/2024","07/30/2024"
73269024,"07/24/2024",,"51 Union Park U:2",1,,,3500.00,3500.00,3500.00,795,,"08/08/2024","08/08/2024"
73269019,"07/24/2024",,"4 Payne St U:1",3,,,3900.00,3900.00,3900.00,1472,,"07/29/2024","07/29/2024"
73269015,"07/24/2024",,"300 Canal Street U:5-101",2,"No",,2375.00,2375.00,2375.00,1200,,"07/30/2024","07/30/2024"
73269008,"07/24/2024",,"51 South Street U:302",2,,,4250.00,4250.00,4500.00,1650,,"09/17/2024","09/17/2024"
73269005,"07/24/2024",,"39 Mt Vernon St. U:2",2,"No",,4200.00,4200.00,4200.00,887,,"08/15/2024","08/01/2024"
73268999,"07/24/2024",,"2440 Massachusetts Ave U:11",1,,,2500.00,2500.00,2600.00,689,,"08/19/2024","08/19/2024"
73268997,"07/24/2024",,"136 Fairview Avenue U:136",3,"No","BHS",2900.00,2900.00,3100.00,1222,,"08/20/2024","08/20/2024"
73268996,"07/24/2024",,"1 Franklin St U:2207",2,,,8000.00,8500.00,8500.00,1366,,"08/02/2024","08/02/2024"
73268992,"07/24/2024",,"1 Charles Street S U:1112",2,"No",,6800.00,6800.00,7000.00,1238,,"08/30/2024","08/26/2024"
73268991,"07/24/2024",,"31 Dennison Ave U:6",1,"No",,1700.00,1700.00,1700.00,800,,"08/13/2024","08/13/2024"
73268984,"07/22/2024",,"1855 Beacon Street U:2",3,,,4045.00,3995.00,4650.00,999,,"08/26/2024","08/26/2024"
73268982,"07/24/2024",,"73 Elm Road U:3",1,,,2400.00,2400.00,2500.00,570,,"09/16/2024","09/16/2024"
73268977,"07/24/2024",,"182 Marion St U:3",1,,,2400.00,2400.00,2500.00,467,,"08/19/2024","08/09/2024"
73268972,"07/24/2024",,"1066 Main St. U:A",2,"No",,2800.00,2450.00,2450.00,1672,,"07/29/2024","07/29/2024"
73268970,"07/24/2024",,"30 Ithaca Circle",4,"No","South",7200.00,7200.00,7200.00,2273,,"08/06/2024","08/06/2024"
73268968,"07/24/2024",,"62-64 Elm St U:2",2,,,4300.00,4300.00,4300.00,908,,"07/31/2024","07/31/2024"
73268967,"07/24/2024",,"9 Sewall Avenue U:1",0,"No",,2000.00,2050.00,2050.00,300,,"08/04/2024","08/01/2024"
73268965,"07/24/2024",,"180 Water St U:180",4,"No",,5500.00,5500.00,5500.00,1838,,"08/13/2024","08/13/2024"
73268962,"07/24/2024",,"40 Central Rd. U:1",3,,,3750.00,3750.00,3900.00,1300,,"09/11/2024","09/11/2024"
73268956,"07/24/2024",,"854 New Boston Rd U:2",3,"No",,1550.00,1550.00,1550.00,1070,,"08/01/2024","08/01/2024"
73268950,"07/24/2024",,"300 Marlborough St. U:8",1,,,3200.00,3200.00,3200.00,500,,"08/07/2024","08/07/2024"
73268948,"07/24/2024",,"127 Harris U:R",3,,,3400.00,3400.00,3400.00,1856,,"08/05/2024","08/05/2024"
73268941,"07/24/2024",,"34 Raldne Road U:0",3,"No",,3400.00,3400.00,3400.00,1346,,"08/14/2024","07/31/2024"
73268937,"07/24/2024",,"167 Beacon St U:4",1,"No",,2900.00,3200.00,3200.00,531,,"08/28/2024","08/28/2024"
73268936,"07/24/2024",,"12 Thomas Park U:House",4,,,4800.00,4800.00,4800.00,2208,,"07/30/2024","07/30/2024"
73268935,"07/24/2024",,"1872 Commonwealth Ave U:A",2,,,2600.00,2600.00,2600.00,1165,,"08/12/2024","08/01/2024"
73268931,"07/24/2024",,"39 Oak U:C",4,"No","WHS",8000.00,8000.00,8000.00,3250,,"08/18/2024","08/18/2024"
73268926,"07/24/2024",,"74 Fulton St U:1W",2,"No",,1600.00,1600.00,1550.00,612,,"09/09/2024","09/09/2024"
73268914,"07/24/2024",,"666 Humphrey St U:3",2,,,2175.00,2250.00,2350.00,850,,"08/31/2024","08/31/2024"
73268907,"07/24/2024",,"2 Earhart Street U:618",1,"No",,2950.00,2950.00,2950.00,687,,"07/25/2024","07/25/2024"
73268879,"07/24/2024",,"1525 Commonwealth Ave U:507",2,,,3990.00,3990.00,3990.00,793,,"08/12/2024","08/12/2024"
73268872,"07/24/2024",,"6 Bellvista Rd U:3",2,"No",,2900.00,2800.00,2800.00,820,,"08/05/2024","08/05/2024"
73268871,"07/24/2024",,"14 Atherton U:14",2,"No","North Middlesex",1550.00,1700.00,1700.00,900,,"08/15/2024","08/15/2024"
73268852,"07/24/2024",,"8 Melrose St U:1",2,,,5200.00,5200.00,5200.00,950,,"07/27/2024","07/27/2024"
73268839,"07/24/2024",,"180 Boston St U:3",3,"No",,3300.00,3300.00,3300.00,1100,,"08/10/2024","08/10/2024"
73268836,"07/24/2024",,"1086 Stafford Rd. U:1",2,,,1550.00,1550.00,1650.00,800,,"08/15/2024","08/15/2024"
73268833,"07/24/2024",,"276 Lexington U:1",4,,,3300.00,3200.00,3200.00,1500,,"08/08/2024","08/04/2024"
73268819,"07/24/2024",,"24 Concord Ave U:414",1,"No",,2650.00,2650.00,2650.00,750,,"08/27/2024","08/27/2024"
73268813,"07/24/2024",,"1038 Beacon Street U:100",2,"No","Brookline High",4000.00,4000.00,4000.00,1094,,"08/08/2024","08/08/2024"
73268812,"07/24/2024",,"19 Telegraph St U:1",1,,,3000.00,3000.00,3000.00,625,,"07/30/2024","07/30/2024"
73268808,"07/24/2024",,"21 Beacon St U:6G",1,,,2400.00,2400.00,2900.00,535,,"09/25/2024","09/25/2024"
73268805,"07/24/2024",,"55 Green  Street U:D-121",1,"No",,1785.00,1785.00,1785.00,730,,"07/25/2024","07/25/2024"
73268802,"07/24/2024",,"662 East 7th Street U:2",3,"No",,4500.00,4450.00,4500.00,1000,,"08/01/2024","07/31/2024"
73268791,"07/24/2024",,"36 Wentworth St",4,"No","Dedham",4900.00,4900.00,4900.00,2064,,"08/19/2024","08/01/2024"
73268784,"07/24/2024",,"30 Baker St. U:n/a",3,,,3150.00,3150.00,3300.00,1350,,"08/26/2024","08/26/2024"
73268764,"07/24/2024",,"18 Rogers St U:2",1,"No",,2100.00,2100.00,2300.00,800,,"08/16/2024","08/16/2024"
73268760,"07/24/2024",,"12 Kenmar Dr U:84",1,"No",,1750.00,1750.00,1750.00,610,,"08/11/2024","07/29/2024"
73268756,"06/15/2024",,"1654 Massachusetts Ave U:44",1,,,2250.00,2250.00,2300.00,99999,,"07/28/2024","07/28/2024"
73268754,"07/24/2024",,"227 Eagle U:3",4,,,2800.00,2800.00,2800.00,1800,,"08/01/2024","08/01/2024"
73268749,"07/24/2024",,"63 River U:6",3,,,1850.00,1900.00,1950.00,890,,"08/23/2024","08/23/2024"
73268739,"07/24/2024",,"1060 Broadway U:109",1,,,2850.00,2850.00,2900.00,665,,"08/15/2024","08/12/2024"
73268737,"07/24/2024",,"112 Beech St U:112",2,,,2800.00,2800.00,2800.00,1250,,"08/04/2024","07/25/2024"
73268735,"07/24/2024",,"100 Fulton St U:4M",1,"No",,2900.00,2900.00,3200.00,664,,"09/07/2024","09/07/2024"
73268727,"07/24/2024",,"42 Hillcrest Cir U:42",2,"No",,2750.00,2750.00,2900.00,1200,,"08/07/2024","08/07/2024"
73268725,"07/24/2024",,"129 Vernon U:131",4,,,3000.00,3000.00,3000.00,1268,,"07/30/2024","07/30/2024"
73268718,"07/24/2024",,"45 Ward Street",2,"Partial","Boston Public",3400.00,3400.00,3500.00,988,,"08/23/2024","08/23/2024"
73268706,"07/24/2024",,"26 Stillman St U:3-5",0,"No",,2800.00,2800.00,2800.00,679,,"07/30/2024","07/30/2024"
73268698,"07/24/2024",,"10 Partridge Road",4,,"Lexington High",6000.00,5600.00,5800.00,2388,,"09/04/2024","09/04/2024"
73268690,"07/24/2024",,"11 Puritan Rd U:N/A",2,"No",,3000.00,3000.00,3000.00,1080,,"08/01/2024","08/01/2024"
73268684,"07/24/2024",,"43 Charter St U:4",3,,,3600.00,3750.00,4000.00,760,,"09/20/2024","09/20/2024"
73268676,"07/24/2024",,"55 I St U:III",3,"No",,5800.00,5800.00,5800.00,1753,,"08/05/2024","08/05/2024"
73268668,"07/24/2024",,"1137 Massachusetts Ave U:32",1,"No",,2500.00,2500.00,2500.00,424,,"07/25/2024","07/25/2024"
73268657,"07/24/2024",,"31 Fulkerson Street U:1",2,,,3500.00,3500.00,3500.00,928,,"07/30/2024","07/30/2024"
73268630,"07/24/2024",,"146 Langley Rd U:2",3,,,3500.00,3500.00,3500.00,1600,,"07/29/2024","07/29/2024"
73268629,"07/24/2024",,"116 Pearl St U:1",2,,,2300.00,2300.00,2500.00,1226,,"09/19/2024","09/19/2024"
73268595,"07/24/2024",,"32 Holten U:2R",1,,,1900.00,1900.00,1900.00,900,,"08/01/2024","08/01/2024"
73268591,"07/24/2024",,"124 Mt. Pleasant Ave  WINTER U:1",2,"Yes",,2300.00,2300.00,3100.00,1400,,"08/29/2024","08/29/2024"
73268588,"07/24/2024",,"69 Park Drive U:17",0,"No",,2450.00,2450.00,2500.00,320,,"08/23/2024","08/20/2024"
73268583,"07/24/2024",,"294 Middle St",3,,,3250.00,3300.00,3600.00,1508,,"08/30/2024","08/30/2024"
73268579,"07/23/2024",,"11 Gibbs St U:93",2,"No",,1900.00,2000.00,2000.00,1023,,"08/13/2024","07/31/2024"
73268576,"07/23/2024",,"67 Waverley Street U:2",2,"No","Belmont High",2600.00,2600.00,2800.00,1000,,"09/21/2024","09/15/2024"
73268564,"07/23/2024",,"47 Sedgwick Street U:2",2,"No",,3300.00,3300.00,3300.00,1000,,"07/30/2024","07/30/2024"
73268560,"07/23/2024",,"10 Rogers Street U:412",0,,,2500.00,2500.00,2500.00,644,,"08/02/2024","07/27/2024"
73268557,"07/23/2024",,"142 Willard U:1",1,,,2500.00,2500.00,2500.00,1070,,"07/25/2024","07/25/2024"
73268555,"07/23/2024",,"47 Forest St U:1",1,,,1800.00,1800.00,1800.00,550,,"08/02/2024","08/02/2024"
73268553,"07/23/2024",,"121 Tremont St U:317",2,"No",,3000.00,3000.00,3000.00,975,,"08/01/2024","08/01/2024"
73268548,"07/23/2024",,"11 Cottage Ave U:0",4,"No","Winchester High",3800.00,3800.00,3800.00,2000,,"08/05/2024","08/05/2024"
73268546,"07/23/2024",,"50 Highland Ave U:1",0,,,2000.00,2000.00,2000.00,350,,"08/02/2024","08/02/2024"
73268538,"07/23/2024",,"47 Collier Road",4,"Yes",,3500.00,3900.00,5000.00,1638,,"09/10/2024","09/10/2024"
73268536,"07/23/2024",,"1211 Commonwealth Ave U:2F",2,"No",,2400.00,2400.00,2400.00,750,,"08/21/2024","08/21/2024"
73268527,"07/23/2024",,"44 Elmira St",3,"No",,3800.00,3800.00,4100.00,1314,,"09/07/2024","09/07/2024"
73268519,"07/23/2024",,"3 Tideview Path U:8",1,"No",,2500.00,1550.00,1550.00,569,,"08/06/2024","07/24/2024"
73268515,"07/23/2024",,"305 Hurley Street U:2",4,"No",,4000.00,4000.00,4000.00,900,,"07/31/2024","07/31/2024"
73268510,"07/23/2024",,"71 Pitman Rd",2,"Yes",,3600.00,3600.00,4000.00,1686,,"09/09/2024","09/09/2024"
73268507,"07/23/2024",,"122 Edgewood Drive",3,,,4200.00,4300.00,4300.00,1552,,"08/27/2024","08/27/2024"
73268504,"07/23/2024",,"181 Pleasant St. U:181",4,,,3800.00,3800.00,3800.00,1459,,"08/05/2024","08/05/2024"
73268499,"07/23/2024",,"105 Red Fox Run",3,"Partial",,4500.00,4500.00,4500.00,3000,,"08/16/2024","08/10/2024"
73268493,"07/23/2024",,"372 Athens St U:3",1,,,3000.00,3000.00,3000.00,604,,"08/02/2024","08/02/2024"
73268487,"07/23/2024",,"267 Humphrey Street U:A",1,"No",,2600.00,2600.00,2600.00,600,,"08/12/2024","08/08/2024"
73268466,"07/23/2024",,"89 Harrington Ave U:A",2,"No",,2300.00,2500.00,2800.00,0,,"09/01/2024","09/01/2024"
73268460,"07/23/2024",,"200 Falls Blvd U:D111",1,,,2000.00,2000.00,2100.00,706,,"08/07/2024","08/07/2024"
73268457,"07/23/2024",,"19 Knowlton Street U:4",2,"No",,2800.00,2800.00,3200.00,650,,"09/23/2024","09/23/2024"
73268455,"07/23/2024",,"140 Shawmut Ave U:2G",1,,,4300.00,4100.00,4100.00,829,,"08/09/2024","08/09/2024"
73268426,"07/23/2024",,"26 Powwow River",2,,,2400.00,2500.00,2500.00,1600,,"07/29/2024","07/29/2024"
73268425,"07/23/2024",,"35 Tudor St. U:11",1,,,2100.00,2200.00,2200.00,770,,"09/23/2024","09/07/2024"
73268423,"07/23/2024",,"10 Henchman Street U:5R",1,"No",,2600.00,2600.00,2600.00,400,,"07/24/2024","07/25/2024"
73268422,"07/23/2024",,"12 Winchester Rd U:12",3,,"Newton North",3100.00,3000.00,3000.00,1300,,"07/28/2024","07/27/2024"
73268421,"07/23/2024",,"489 Essex Ave U:B",3,"No",,2800.00,2800.00,2800.00,1800,,"09/03/2024","09/03/2024"
73268420,"07/23/2024",,"43 Belmont St U:A",3,"No",,3000.00,3000.00,2700.00,1550,,"08/15/2024","08/15/2024"
73268417,"07/23/2024",,"20-22 Lafayette Rd U:1L",1,"No","Ipswich High",1900.00,1900.00,1900.00,525,,"08/12/2024","08/12/2024"
73268416,"07/23/2024",,"9 Cranston U:1",2,"No",,2600.00,2600.00,2600.00,800,,"08/02/2024","08/02/2024"
73268410,"07/23/2024",,"281 Brookline St U:1",3,"No",,6600.00,6600.00,6600.00,1893,,"09/17/2024","09/17/2024"
73268397,"07/23/2024",,"48 Coffey St U:10A",1,"No",,2050.00,2050.00,2050.00,727,,"08/05/2024","08/01/2024"
73268393,"07/23/2024",,"5 Washington Street U:2",1,,,2000.00,2000.00,2000.00,700,,"08/22/2024","08/22/2024"
73268392,"07/23/2024",,"197 Kent St. U:33",0,"No",,2000.00,2000.00,2000.00,425,,"08/04/2024","08/04/2024"
73268377,"07/23/2024",,"143 Oakley Road U:143",3,"No",,6500.00,6750.00,6750.00,2400,,"08/07/2024","08/07/2024"
73268368,"07/23/2024",,"1909 Beacon St. U:3",3,"No",,4200.00,4200.00,4200.00,1800,,"08/08/2024","08/08/2024"
73268363,"07/23/2024",,"244 Lafayette Street U:1L",1,"No",,1900.00,1900.00,2000.00,550,,"08/08/2024","08/08/2024"
73268358,"07/23/2024",,"674 Tremont St U:BR",0,,,2300.00,2400.00,2500.00,9999,,"08/24/2024","08/24/2024"
73268355,"07/23/2024",,"113 Commonwealth Ave U:4",3,,,10500.00,10500.00,10500.00,1884,,"08/13/2024","08/13/2024"
73268352,"07/23/2024",,"72 UNION POINT WEBSTER LAKE",2,"Yes","BARTLETT/BAYPAT",1800.00,1800.00,1800.00,896,,"08/29/2024","08/29/2024"
73268351,"07/23/2024",,"595 Revere Beach Pkwy U:40",2,"No",,2629.00,2850.00,2850.00,945,,"09/20/2024","09/04/2024"
73268349,"07/23/2024",,"194 Emerson U:2",3,,,3900.00,3900.00,4300.00,1000,,"08/12/2024","08/12/2024"
73268340,"07/23/2024",,"12 Stoneholm St U:508",1,"No",,2550.00,2550.00,2650.00,99999,,"08/24/2024","08/24/2024"
73268336,"07/23/2024",,"455 East 1st St. U:400",2,"No",,5000.00,5100.00,5400.00,1500,,"09/10/2024","09/10/2024"
73268333,"07/23/2024",,"8 Westland U:4",1,"No",,2350.00,2350.00,2650.00,600,,"08/27/2024","08/27/2024"
73268330,"07/23/2024",,"84 Gainsborough St U:201w",0,"No",,2650.00,2650.00,2650.00,470,,"07/30/2024","07/30/2024"
73268325,"07/23/2024",,"123 Cypress St U:1",2,,"South",3500.00,3500.00,3500.00,1200,,"07/29/2024","07/28/2024"
73268322,"07/23/2024",,"2 Symphony Rd U:2",2,"No",,3050.00,3050.00,3400.00,711,,"08/24/2024","08/24/2024"
73268318,"07/23/2024",,"219 West Springfield Street U:5",2,"No",,4250.00,4250.00,4250.00,900,,"08/08/2024","07/30/2024"
73268317,"07/23/2024",,"534 Beacon Street U:703",1,"No",,2950.00,3100.00,3100.00,500,,"08/01/2024","08/01/2024"
73268313,"07/23/2024",,"11 Lime St",3,"No",,3750.00,3750.00,3750.00,1976,,"08/04/2024","08/04/2024"
73268309,"07/23/2024",,"235 Rawson U:5",2,"No",,3200.00,3200.00,3500.00,1100,,"08/11/2024","08/11/2024"
73268307,"07/23/2024",,"90 Wareham U:216F",1,,,3250.00,3600.00,3600.00,732,,"07/31/2024","07/31/2024"
73268303,"07/23/2024",,"109 Beacon Street U:2",2,"No",,5000.00,5000.00,5000.00,1192,,"08/06/2024","07/25/2024"
73268301,"07/23/2024",,"34 Canal U:2",2,"No",,1200.00,1200.00,1200.00,850,,"08/03/2024","08/03/2024"
73268300,"07/23/2024",,"90 Wareham U:216",1,"No",,3250.00,3300.00,3300.00,732,,"08/02/2024","08/02/2024"
73268298,"07/23/2024",,"300 North Street U:1",3,,,4200.00,4200.00,4500.00,900,,"08/06/2024","08/06/2024"
73268297,"07/23/2024",,"144 Bowdoin Street U:42",0,,,2350.00,2350.00,2350.00,260,,"07/29/2024","07/29/2024"
73268292,"07/23/2024",,"6 Pleasant St U:2",1,,,1850.00,1850.00,1850.00,800,,"07/25/2024","07/25/2024"
73268287,"07/23/2024",,"6 Woodman Way U:123",2,"No",,3000.00,3000.00,3000.00,1160,,"08/12/2024","08/12/2024"
73268284,"07/23/2024",,"165 Quincy Shore Drive U:C42",2,"No",,2600.00,2600.00,2700.00,1170,,"08/21/2024","08/21/2024"
73268275,"07/23/2024",,"42 Central Ave U:1",2,,,2950.00,2950.00,3200.00,1100,,"09/30/2024","09/30/2024"
73268267,"07/23/2024",,"8 Tideview Path U:9",2,"No",,2500.00,2500.00,2500.00,748,,"07/23/2024","07/23/2024"
73268266,"07/23/2024",,"382 Massachusetts Avenue U:701",2,"No",,2450.00,2450.00,2650.00,1200,,"08/21/2024","08/21/2024"
73268263,"07/23/2024",,"608 Franklin Street U:3",1,,,2200.00,2200.00,2200.00,850,,"08/21/2024","08/21/2024"
73268261,"07/23/2024",,"249 Chestnut Hill Ave U:52",2,,,2600.00,2600.00,2600.00,849,,"07/30/2024","07/30/2024"
73268254,"07/23/2024",,"144 Bowdoin Street U:41",0,,,2250.00,2250.00,2250.00,9999,,"08/29/2024","08/29/2024"
73268249,"07/23/2024",,"254 West Broadway U:4",2,"No",,4600.00,4600.00,4950.00,1625,,"08/18/2024","08/15/2024"
73268242,"07/23/2024",,"5 Lilly St U:SF",3,,,4500.00,4500.00,4600.00,1212,,"08/01/2024","08/01/2024"
73268241,"07/23/2024",,"166 Walnut U:1",4,,,3900.00,3900.00,3900.00,3438,,"07/30/2024","07/30/2024"
73268240,"07/23/2024",,"44 Woodward St U:1",4,,,5600.00,5400.00,5400.00,1690,,"08/02/2024","08/02/2024"
73268238,"07/23/2024",,"30 Dwight St U:0",3,"No",,3000.00,3000.00,3000.00,1520,,"08/02/2024","08/02/2024"
73268237,"07/23/2024",,"249 Bunker HIll Street U:1F",1,,,2550.00,2550.00,2550.00,600,,"07/30/2024","07/30/2024"
73268227,"07/23/2024",,"177 Main St U:A",1,,,2200.00,2200.00,2200.00,1100,,"08/16/2024","08/16/2024"
73268223,"07/23/2024",,"343 Commercial Street U:308",3,"No",,8700.00,9000.00,9500.00,2075,,"09/06/2024","08/29/2024"
73268218,"07/23/2024",,"72 Frankfort Street U:1",3,,,3000.00,3000.00,3000.00,1000,,"09/10/2024","09/10/2024"
73268217,"07/23/2024",,"93 Pembroke U:2",1,,,3300.00,3300.00,3300.00,679,,"08/15/2024","08/02/2024"
73268216,"07/23/2024",,"97 Evans St U:97",2,,,2700.00,2700.00,2700.00,1250,,"07/31/2024","07/31/2024"
73268215,"07/23/2024",,"82 West Cedar Street U:7",1,"No",,2500.00,2500.00,2650.00,600,,"08/30/2024","08/30/2024"
73268211,"07/23/2024",,"361 Washington St U:2L",3,,,3975.00,3975.00,4100.00,1060,,"08/08/2024","08/08/2024"
73268201,"07/23/2024",,"197 Newton St U:3",1,,,2350.00,2250.00,2250.00,800,,"09/01/2024","09/01/2024"
73268200,"07/23/2024",,"17 Grovenor Rd U:5",2,,,2800.00,2850.00,2950.00,721,,"09/09/2024","09/09/2024"
73268198,"07/23/2024",,"123 1/2 Bridge U:2",2,"No",,2300.00,2300.00,2400.00,1000,,"08/12/2024","07/30/2024"
73268196,"07/23/2024",,"123 1/2 Bridge U:1",2,"No",,2400.00,2400.00,2300.00,1000,,"08/23/2024","08/18/2024"
73268193,"07/23/2024",,"48 Water St U:303",2,,,2850.00,2850.00,2850.00,1237,,"08/06/2024","08/06/2024"
73268189,"07/23/2024",,"362 Farrwood Dr U:362",2,"No",,2700.00,2700.00,3000.00,1605,,"08/15/2024","08/15/2024"
73268187,"07/23/2024",,"215 Bolton Street U:215",3,,,4950.00,4950.00,4950.00,1542,,"08/06/2024","08/06/2024"
