LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE
73318669,12/9/24,,17 Winthrop St,2,,,510000,549900,549900,1155,,1/1/25,1/1/25
73318668,12/13/24,,275 S Eastham St,3,,,627000,599000,599000,1884,,12/16/24,12/16/24
73318662,12/9/24,,50 Sacramento Street,6,,,4985000,4995000,4995000,4764,Baldwin Neighborhood,1/17/25,1/11/25
73318655,12/14/24,2,45-47 Forest Park Avenue,2,,,330000,345000,345000,2240,,1/10/25,1/10/25
73318654,12/9/24,,5 JENNIFER LANE,3,,MALDEN HIGH SCH,659000,595000,595000,1492,,12/17/24,12/17/24
73318635,12/9/24,,55 Pleasant Street U:3,2,,,274000,269900,269900,1380,,12/29/24,12/16/24
73318634,12/8/24,,4 Field St,4,,Wahconah,320000,339900,349900,1842,,1/31/25,1/31/25
73318633,12/9/24,5,25 Bentley St,9,,,620000,579900,579900,4888,,12/19/24,12/19/24
73318632,12/9/24,,276 South St,3,,,585000,552000,552000,1396,,1/2/25,12/23/24
73318631,12/9/24,,12 Lynn Ln,3,,,385000,399000,399000,1008,,1/15/25,1/1/25
73318620,12/9/24,,908 Park Place U:908,2,,,305000,310000,310000,904,,1/27/25,1/14/25
73318618,12/9/24,,162 Joseph Ave,3,,,228500,269900,269900,1240,,12/13/24,12/13/24
73318599,12/9/24,3,74-76 Newton St,18,,,290000,280000,300000,7632,,2/5/25,1/22/25
73318594,12/8/24,,5 Staffon Rd,3,,,645000,659000,659000,1805,,1/2/25,12/16/24
73318590,12/9/24,,28 Van Norden Rd,2,,,699000,699000,699000,988,,12/12/24,12/12/24
73318586,12/9/24,,300 Lynn Shore Dr U:304,1,,,337500,334900,334900,750,,12/26/24,12/26/24
73318581,12/9/24,2,997 Broadway,5,,,760000,700000,700000,3094,,12/23/24,12/23/24
73318575,12/9/24,,110 Ocean View Avenue,3,,Barnstable,2680000,2895000,2895000,1791,,1/2/25,12/22/24
73318572,12/9/24,,34 Pleasant View Ave,4,,Everett,585000,519000,519000,1500,Central Everett,12/18/24,12/18/24
73318571,12/9/24,,64 Walnut St,4,,Wachusett Rgnl,862000,839999,839999,3202,,12/19/24,12/19/24
73318570,12/9/24,,55 Neal St,3,,,1012000,999999,999999,2896,,1/1/25,12/18/24
73318565,12/9/24,,1000 Washington Street U:316,1,,,533000,530000,530000,783,,1/19/25,12/10/24
73318563,12/9/24,,19 Burnham,3,,Haverhill High,546000,529900,529900,2503,,12/28/24,12/18/24
73318562,12/9/24,,6 Goss Hill Rd,2,,,185000,195000,230000,680,,1/27/25,1/27/25
73318553,12/9/24,,4 Sawgrass Circle U:4,2,,,689000,689000,689000,1563,,1/24/25,1/24/25
73318551,12/9/24,,36 FINLAY ROAD,3,,,402000,399000,415000,1560,,2/8/25,1/25/25
73318548,12/9/24,,18 Cedar Oaks Dr,4,,Plymouth,740000,740000,740000,2251,,12/15/24,12/15/24
73318536,12/9/24,3,6 Stevens Rd,6,,,690000,699999,699999,3869,,12/15/24,12/15/24
73318530,12/9/24,,33 W Central Ave,4,,,600000,600000,600000,1273,"Shell Point - Onset, MA 02558",12/25/24,12/12/24
73318527,12/9/24,,33 Dickson Ave,3,,,852000,749900,749900,1372,,12/13/24,12/13/24
73318526,12/6/24,,240-1/2 Bradford Street,2,,,1689000,1790000,1790000,1167,,1/7/25,1/7/25
73318523,12/9/24,,16-A Brookline Street,4,,,425000,425000,425000,2488,,12/27/24,12/14/24
73318519,12/9/24,,13 Depot St,2,,,500000,475000,475000,972,,12/17/24,12/17/24
73318507,12/8/24,,85 E India Row U:16C,2,,,918000,918000,949000,1226,,2/6/25,1/28/25
73318504,12/6/24,,131 Phoenix Terrace,3,,,260000,219900,219900,1263,,1/3/25,1/3/25
73318502,12/8/24,,17 Miles Street,3,,Monomoy,915000,895000,895000,1344,,12/16/24,12/16/24
73318501,12/8/24,2,9 Whiton Ave,4,,,729000,729000,729000,1600,,1/19/25,1/6/25
73318497,11/18/24,,53 Salisbury St.,3,,,753270,753270,753270,1939,,12/3/24,12/3/24
73318495,12/8/24,,13 Bartholomew St,2,,,625000,649900,675000,1596,,1/19/25,1/19/25
73318494,12/8/24,,161 South St U:18,1,,,200000,204900,204900,569,,12/28/24,12/19/24
73318493,12/8/24,,161 Hillside Terrace,2,,,330000,340000,340000,1244,,1/8/25,12/26/24
73318492,12/8/24,,24 Old Colony Way U:10,2,,,295000,297500,297500,1173,,12/17/24,12/17/24
73318491,12/11/24,,7 Nipmuck Dr,3,,Bartlett High,455000,435000,435000,1308,Fennerville Neighborhood,12/17/24,12/17/24
73318488,12/8/24,,604 Bridge Rd,4,,Northampton HS,280000,275000,275000,1680,,12/16/24,12/16/24
73318486,12/8/24,,49 Pitas Ave,2,,,415000,439900,399900,888,,1/18/25,1/18/25
73318478,12/8/24,,4 Corey Colonial U:4,2,,,250000,249900,249900,960,,12/13/24,12/13/24
73318477,12/8/24,,313 Lincoln St,3,,,485000,480000,480000,1134,,1/3/25,12/27/24
73318459,12/8/24,,32 Ripley Road,4,,Belmont,1800000,1875000,1875000,3058,,12/16/24,12/9/24
73318450,12/8/24,,145 Greenbrier,4,,,465000,489999,489999,2270,,2/14/25,2/1/25
73318449,12/4/24,,12 Pierre Vernier Dr,3,,,565000,549000,549000,1344,,12/17/24,12/17/24
73318429,12/11/24,,8 Tindale Way,2,,HHS,670000,659900,659900,1684,,12/21/24,12/16/24
73318422,12/8/24,3,60 Elm Street,8,,,915000,960000,960000,3858,,12/21/24,12/17/24
73318418,12/8/24,,2 Bayberry,3,,,682000,699000,699000,1344,Wildwood Beach Development,12/8/24,12/8/24
73318411,12/6/24,,136 Homefield Ave,3,,,405000,419900,419900,1328,,1/11/25,1/3/25
73318410,12/7/24,,243 Main St,4,,Maynard High,520000,549000,549000,2032,,1/10/25,1/10/25
73318385,12/7/24,2,12 Saint James Ave,4,,,180000,164900,164900,2478,,1/2/25,1/2/25
73318384,12/7/24,,169 Merimac Street U:2,2,,Newburyport,485000,499900,529900,914,,1/9/25,1/9/25
73318382,12/7/24,,42 Amherst Road,4,,,510000,520000,520000,1830,,1/24/25,1/24/25
73318369,12/7/24,,16 Clifton Street,6,,,615000,569900,569900,1640,,12/14/24,12/14/24
73318367,12/7/24,,2 Fuller St  Ct,3,,,450000,429000,429000,851,,12/20/24,12/10/24
73318365,12/11/24,,49 Edgemere Blvd,2,,,450000,419900,419900,1085,,12/20/24,12/14/24
73318364,12/7/24,,4 Spruce St U:5,0,,,125000,90000,90000,926,,12/12/24,12/12/24
73318360,12/28/24,3,34 Saint Joseph Avenue,9,,Norwood High,1515000,1589000,1589000,3618,,1/19/25,1/6/25
73318348,12/7/24,,21 Walnut Street,3,,,567000,567000,579000,1883,,1/7/25,1/7/25
73318331,12/7/24,,9 Quebec Street,3,,,430000,429900,429900,1833,,12/21/24,12/21/24
73318321,12/6/24,,2183 Central St,4,,,610000,610000,610000,1680,,12/8/24,12/8/24
73318314,12/7/24,,520 Foster Street,3,,Tewksbury High,577000,559900,559900,1527,,12/29/24,12/16/24
73318312,12/7/24,,1057 County Street,3,,NBHS/GNBVTHS,225000,225000,225000,1106,,12/9/24,12/7/24
73318303,12/7/24,,248 COMPOS STREET,3,,SomersetBerkley,635500,639900,639900,1776,North End,2/4/25,1/17/25
73318299,12/15/24,,2 Delancy,3,,,450000,399000,399000,1208,,1/1/25,1/1/25
73318298,12/6/24,,9 Edwill Road,5,,,475000,465000,465000,1596,,12/23/24,12/9/24
73318297,12/6/24,,10 Bosson St,3,,Revere HS,450000,450000,450000,1652,,12/16/24,12/16/24
73318293,12/6/24,,419 Sewall St,4,,,330000,379900,399900,1638,,1/3/25,12/22/24
73318291,12/6/24,,2 Duck Pond Rd U:111,2,,BHS,420000,419900,419900,994,,1/3/25,12/11/24
73318280,12/6/24,,480 Dipping Hole Rd,3,,,263000,275000,275000,1036,,1/6/25,1/6/25
73318279,12/6/24,,753 W Chestnut,3,,,570000,549900,549900,1660,,12/28/24,12/28/24
73318270,12/6/24,,7 Hanlon Ct,4,,,425000,419900,419900,1296,,1/1/25,12/19/24
73318266,12/6/24,2,129 Union St,6,,,440000,449900,449900,3248,,1/26/25,12/23/24
73318265,12/6/24,,20 Sullivan St,2,,,320000,329000,339000,1120,,1/4/25,1/4/25
73318264,12/5/24,,10 W Great Western Rd,3,,,525000,539900,549900,1092,,1/10/25,1/10/25
73318263,12/6/24,,2 Brooke Haven Dr,3,,,599000,599900,589900,2048,Deer Run,12/29/24,12/9/24
73318244,12/5/24,,3 Pantheon Road,3,,,679900,679900,679900,2432,,12/17/24,12/11/24
73318243,12/6/24,3,580 Bay St,9,,,825000,750000,750000,4449,,12/23/24,12/23/24
73318240,12/6/24,,292 Berkley St U:292,3,,,389900,389900,389900,1188,,12/22/24,12/8/24
73318236,12/6/24,3,322 Central St,8,,,460000,480000,480000,2974,,1/9/25,1/9/25
73318231,12/6/24,,1 Green Ln U:1,2,,,812000,825000,839000,1852,,1/5/25,12/20/24
73318229,12/5/24,,79 Joel Harvey Way,3,,THS,689500,689500,689500,1736,Gracey Estates,12/6/24,12/6/24
73318220,12/6/24,2,306 Caroline St,6,,,605100,550000,550000,2715,,12/22/24,12/9/24
73318212,12/6/24,,48 Hamilton Ave.,3,,Hamilton-Wenham,650000,699000,699000,1314,South Hamilton,1/1/25,12/16/24
73318208,12/6/24,3,28 Cleveland St,12,,,729000,734900,734900,4692,,12/21/24,12/21/24
73318203,12/9/24,2,324 Maple Street,3,,,615000,599000,599000,2107,,12/30/24,12/14/24
73318196,12/6/24,,23 Craig St,4,,,670000,699000,744000,1694,,12/13/24,12/13/24
73318194,12/6/24,,7 West Parish Court U:27A,2,,,514450,535500,535500,1742,,1/2/25,1/2/25
73318188,12/6/24,,61 Betty's Pond Road,3,,,592500,599000,599000,1560,,12/16/24,12/16/24
73318182,12/6/24,,163 Endicott St U:3,2,,,665000,685000,685000,714,,12/6/24,12/6/24
73318176,12/6/24,,30 High St,4,,,1500000,1495000,1495000,2102,,12/13/24,12/10/24
73318172,12/6/24,,8 Vesper St,6,,,554900,549900,549900,2283,,1/10/25,12/20/24
73318165,12/6/24,,42 Wilton Street,4,,,429895,429895,429900,1800,,1/17/25,1/17/25
73318162,12/6/24,,4 Kilsyth Ter U:12,1,,,425000,445000,445000,627,,2/5/25,1/21/25
73318159,12/6/24,,47 Grove St,3,,,500000,514900,529900,1691,,2/5/25,1/31/25
73318157,12/6/24,,2A Plain St.,3,,,499900,499900,549900,1500,,1/30/25,1/17/25
73318156,12/6/24,,65 Gay St,4,,,1630000,1599999,1599999,3299,,12/25/24,12/7/24
73318155,12/6/24,,17 Johnson Ave,3,,Hudson High,650000,599900,599900,1488,,12/25/24,12/11/24
73318154,12/6/24,,60 Mill St,5,,,355500,349900,349900,2049,,12/21/24,12/8/24
73318152,12/6/24,,76 Deanville Rd,4,,,602000,599000,599000,2100,,12/30/24,12/30/24
73318151,12/6/24,,16 Collins Dr,3,,,645000,649000,649000,2207,,12/9/24,12/9/24
73318150,12/6/24,,98 Greylock Terrace,2,,Taconic,193000,194000,194000,910,,12/29/24,12/12/24
73318138,12/6/24,,18 Highland Ave,3,,Andover High Sc,600000,500000,500000,1100,,12/10/24,12/10/24
73318136,12/6/24,,47 Mattakese Rd,3,,Dennis Yarmouth,486000,499000,499000,1005,,2/9/25,1/27/25
73318135,12/6/24,3,24 Barclay St,6,,,545000,534900,534900,1908,,12/25/24,12/11/24
73318132,12/6/24,3,9 Ives St,9,,,770000,780000,825000,3735,,1/30/25,1/30/25
73318127,12/6/24,,121 Wolf Pond Road,4,,Silver Lake HS,900000,979000,979000,4192,Indian Pond Estates,1/22/25,1/9/25
73318122,12/6/24,,1207 Main St,3,,,599900,599900,599900,2087,,12/16/24,12/16/24
73318121,12/6/24,3,56 Baker St,6,,,445000,435000,435000,2600,,2/4/25,2/4/25
73318117,12/6/24,,23 Sunset Road,3,,,340000,359900,399900,1880,,12/24/24,12/24/24
73318115,12/6/24,,5 Bennett St U:2,3,,,950000,999900,999900,2378,,1/4/25,1/4/25
73318112,12/24/24,2,282 High St,7,,Lowell High,477000,499900,599900,2130,,1/30/25,1/30/25
73318111,12/24/24,3,23 Ralph St,7,,Lowell,595000,599900,649900,3288,,1/22/25,1/22/25
73318107,12/6/24,,59 Hazen,2,,,540000,495000,495000,1728,,12/23/24,12/9/24
73318101,12/6/24,,40 Quanset Rd,3,,,777500,795000,795000,1248,,12/27/24,12/13/24
73318097,12/6/24,,3 Chapel Hill Dr U:6,2,,PNHS,267500,275000,279900,895,,1/12/25,1/12/25
73318094,12/6/24,,82 Forest Glade,1,,,409000,409900,409900,1291,,1/20/25,1/6/25
73318091,12/6/24,,32 Central Ave,3,,,535000,539000,560000,1270,,1/26/25,1/13/25
73318085,12/13/24,,19 Hal Ave,4,,,710000,749000,749000,2092,Brockton Heights,1/8/25,12/27/24
73318074,12/4/24,,27 Rollins St,4,,,401000,299900,299900,1364,,1/20/25,1/9/25
73318073,12/6/24,,14 Almeda Street,4,,Salem,860000,849900,849900,2200,,12/22/24,12/8/24
73318070,12/6/24,3,135 South St,6,,,855000,869900,869900,1768,,12/28/24,12/11/24
73318069,12/6/24,,13 Moynihan Rd,2,,,760000,739900,739900,1390,,12/21/24,12/9/24
73318060,12/5/24,,30 Taylor Ave,3,,,400000,375000,375000,1063,,12/11/24,12/11/24
73318059,12/6/24,,354-360 Revere Beach Blvd U:303,2,,Revere High,470000,479900,479900,1108,,12/19/24,12/6/24
73318057,12/6/24,,631 Pleasant St,3,,Leicester High,330000,330000,330000,1555,,1/10/25,12/28/24
73318056,12/6/24,,21 Ballard U:1,2,,,612000,619999,669000,796,,2/5/25,1/26/25
73318055,12/6/24,,70 Southbridge St U:515,1,,,168900,168900,168900,495,,12/19/24,12/11/24
73318054,12/9/24,,77 Badger Road,5,,Medford High,1280000,1299900,1299900,2776,,1/10/25,1/3/25
73318053,12/6/24,,37 Lindel St,4,,,490000,485000,485000,1812,,1/24/25,1/24/25
73318052,12/6/24,,10 Washington Park Dr U:4,1,,Andover HS,250000,250000,250000,685,,12/26/24,12/13/24
73318048,12/6/24,,19 Range Rd,4,,,738675,749990,774990,1852,,1/29/25,1/23/25
73318038,12/5/24,,14 Dorothy Ave,2,,,269500,279987,289987,1310,,1/26/25,1/13/25
73318035,12/5/24,,107 Andrew St,3,,South,1600000,1629000,1629000,2194,,12/25/24,12/12/24
73318024,12/5/24,,13 Harden Lane,2,,,800000,699000,699000,1280,,12/10/24,12/10/24
73318022,12/5/24,,32 Amvets Ave,2,,,535000,575000,589000,1176,,1/7/25,1/7/25
73318016,12/5/24,,1644 Dorchester Avenue U:3,2,,,721000,699000,699000,1089,,1/3/25,1/3/25
73318014,12/5/24,3,47 Alpha Rd,9,,,1220000,1220000,1220000,3306,,12/24/24,12/11/24
73318004,12/5/24,,144 Willard Road,3,,,656500,634900,634900,2000,,1/7/25,12/9/24
73317994,12/21/24,,56 Alden St,2,,,385000,375000,375000,1173,,1/9/25,12/24/24
73317991,12/5/24,,41 Hatfield St,3,,NHS/SVAHS,365000,369000,369000,968,,1/8/25,12/24/24
73317990,12/5/24,,111 Taft Hill Ln U:111,2,,,525000,524900,529900,1537,,2/11/25,1/28/25
73317987,12/5/24,,41 Baker Ave,3,,,820000,849000,849000,1272,,12/24/24,12/12/24
73317985,12/5/24,,60 Sonoma Rd,4,,,730000,699900,699900,1216,,12/19/24,12/9/24
73317982,12/5/24,,36 Green Lodge St,3,,,1200000,1249000,1249000,2460,,12/11/24,12/11/24
73317975,12/5/24,,8 Gareau Ave,2,,,305000,299900,299900,1433,,12/27/24,12/11/24
73317973,12/5/24,,10 Laverdure Circle,4,,FHS,860000,849900,849900,3274,,12/16/24,12/6/24
73317965,12/5/24,,78 Apple Creek Ln,3,,,505000,499000,499000,2016,,2/6/25,1/21/25
73317961,12/5/24,,88 Redlands St,3,,,315000,279900,279900,1520,East Springfield,12/16/24,12/16/24
73317956,12/5/24,,15A Herrick Rd,3,,,705000,724900,749900,1659,,1/13/25,1/7/25
73317954,12/5/24,,24 Jacobs Way U:24,2,,SHHS,419900,419900,419900,1427,,1/21/25,1/7/25
73317952,12/5/24,,22 Long Boat Road,3,,,530000,525000,525000,2208,Bourne Settlement,12/24/24,12/12/24
73317951,12/5/24,,4 Hoover Road,4,,King Philip,825000,825000,825000,3160,,12/10/24,12/10/24
73317947,12/5/24,,2 Teresa Dr,4,,Wachusett,759000,759000,759000,2488,Stoney Brook Estates,12/28/24,12/10/24
73317946,12/5/24,,33 Cross Street U:#4,1,,,192000,219000,219000,450,,1/10/25,1/10/25
73317941,12/5/24,,300 Lynn Shore Dr U:401,0,,,307500,315000,330000,525,,1/25/25,1/11/25
73317939,12/5/24,,3205 C Main Street,2,,,315000,300000,300000,927,,12/27/24,12/11/24
73317937,12/5/24,,3205 B Main Street,3,,,501678,480000,480000,1866,,12/27/24,12/11/24
73317935,12/5/24,,447 Williams St,3,,Longmeadow High,495000,489999,489999,2765,,12/24/24,12/10/24
73317934,12/5/24,,203 Main St,3,,,550000,525000,525000,1584,,12/23/24,12/9/24
73317933,12/5/24,,70 Hartwick Street,4,,,490000,479900,479900,2148,,12/23/24,12/9/24
73317932,12/5/24,,24 Beaver Street U:E,2,,,345000,315000,315000,1440,,12/9/24,12/9/24
73317931,12/5/24,,220 School Street,3,,,325000,299900,299900,1920,,12/23/24,12/9/24
73317930,12/5/24,,18 Cannon Forge Drive U:18,2,,,570000,550000,575000,2490,,1/18/25,1/18/25
73317929,12/5/24,,6 Treetop Lane U:7,2,,,389900,389900,400000,1350,,12/31/24,12/17/24
73317925,12/5/24,,28 Daniel Shays Hwy,3,,,291400,284900,284900,1512,,1/3/25,12/20/24
73317924,12/5/24,,191 West Canton St U:3,2,,,780000,700000,700000,711,,12/10/24,12/10/24
73317923,12/5/24,,6 Broad Street,2,,,300000,299900,329900,1373,,1/7/25,1/7/25
73317919,12/5/24,,937 Blue Hill Avenue,3,,Milton Public,1050000,1050000,1050000,2000,,12/18/24,12/18/24
73317905,12/5/24,,15 Bartlett St,3,,,540000,540000,540000,1208,,1/23/25,1/19/25
73317903,12/4/24,,531 Lynnfield Street,2,,,480000,489900,504900,1126,,1/12/25,1/2/25
73317900,12/5/24,,89 HARTFORD AVENUE EAST U:2C,3,,,315000,325000,325000,1885,,12/25/24,12/12/24
73317898,12/5/24,,171 South St U:5A,1,,,343000,349900,349900,550,,12/13/24,12/9/24
73317897,12/5/24,,27 Mill St U:E,2,,Quincy High,724000,724000,724000,2051,,12/13/24,12/13/24
73317892,12/5/24,,575 North St,3,,,365000,349900,349900,2170,,12/7/24,12/7/24
73317885,12/5/24,3,100-102 Billerica St,4,,Lowell High,670000,649900,649900,2142,,12/23/24,12/9/24
73317874,12/5/24,,430 Stuart U:1518,0,,,1259000,1259000,1259000,563,,12/11/24,12/11/24
73317872,12/5/24,,19 Parmenter Road,5,,,1155000,1195000,1195000,6019,North Framingham/Sudbury Line,2/5/25,1/14/25
73317865,12/5/24,,75 Pine St,3,,,249000,249000,265000,1720,,2/13/25,1/27/25
73317864,12/5/24,,405 W 1St St U:103,3,,,1350000,1374950,1395000,1830,,12/30/24,12/17/24
73317859,12/5/24,,200 Fulton Street U:27,2,,BMC Durfee,275000,275000,275000,1008,,12/11/24,12/11/24
73317855,12/5/24,,5 Popes Hill Street,4,,,800000,800000,900000,2275,Dorchester's Neponset,12/22/24,12/9/24
73317853,12/5/24,,152 Hawthorn Rd,3,,,711000,699000,699000,1884,,1/6/25,12/9/24
73317850,12/5/24,,5 Reeves Rd,4,,,910000,889900,889900,2776,,12/10/24,12/10/24
73317848,12/5/24,,12 Guild Road U:12,5,,,1760000,1799000,1799000,4400,,12/7/24,12/7/24
73317846,12/5/24,,19 Dogwood Rd,4,,Burncoat,437000,450000,450000,1471,,12/23/24,12/10/24
73317845,12/5/24,,332 Oliver Street,2,,,415000,399900,399900,900,,12/18/24,12/9/24
73317840,12/5/24,,12 Wilson St,3,,,736000,619900,619900,1799,,12/26/24,12/13/24
73317839,12/5/24,,4 Oak Ave,2,,NAHS,459900,459900,499900,1048,Old Center,1/26/25,1/12/25
73317832,12/5/24,2,426 Washington Street,4,,,610000,529000,529000,1540,,12/11/24,12/11/24
73317830,12/9/24,,789 Oak Grove Ave,3,,,425000,429900,449900,1354,,1/31/25,1/31/25
73317829,12/5/24,,262 Woodland Dr,3,,HHS,665000,639900,639900,1628,,12/26/24,12/12/24
73317828,12/5/24,,1022 Hancock St. U:302,1,,,495000,479000,479000,920,,12/21/24,12/7/24
73317824,12/5/24,2,40 Lawn St,7,,,860000,900000,900000,3882,,12/16/24,12/16/24
73317823,12/5/24,,7 Day Ave,3,,,329000,329000,329000,1080,,12/23/24,12/9/24
73317820,12/5/24,,8 Chandler St,4,,,609000,599999,599999,1450,,12/12/24,12/12/24
73317819,12/5/24,,399 East River,3,,RC Mahar,310000,325000,325000,1140,,12/24/24,12/11/24
73317817,12/5/24,,1 Dalton Street U:4305,2,,,6350000,6850000,6850000,2188,,12/12/24,12/9/24
73317801,12/5/24,,189 Littleton Road U:2,2,,,329900,329900,329900,850,,12/9/24,12/9/24
73317790,12/5/24,2,906 Southbridge St,4,,,545000,549900,549900,1887,,1/8/25,12/24/24
73317789,12/12/24,,171 Laurelwood Dr U:171,2,,Jr/Sr High,349900,349900,385000,2052,,2/5/25,1/23/25
73317784,12/5/24,,140 S. High Street,3,,FHS,650000,630500,630500,1500,,12/28/24,12/28/24
73317783,12/5/24,,17 Brookview Rd,4,,MPS,850000,849000,849000,2578,,1/10/25,1/7/25
73317779,12/5/24,,18 Hodges Street,3,,,545000,549900,549900,1661,,1/30/25,1/15/25
73317777,12/5/24,,33 Pleasant St,3,,,484900,484900,484900,1120,,12/18/24,12/6/24
73317775,12/5/24,,70 Elm St,5,,AHS,1550000,1590000,1590000,3662,,12/27/24,12/27/24
73317774,12/5/24,,46 Aquidneck St,3,,NBHS/GNBRVTHS,400000,399000,399000,1093,,12/11/24,12/5/24
73317773,12/5/24,2,1 Lime St,3,,,1100000,1200000,1200000,2448,,12/25/24,12/16/24
73317771,12/5/24,,7 Crombie St U:16,1,,,370000,355000,355000,643,,12/17/24,12/10/24
73317768,12/5/24,,121 Cross Street U:2,2,,Malden High,478000,450000,450000,915,,12/19/24,12/9/24
73317767,12/5/24,,131 Harkness Rd U:B,2,,,303000,300000,300000,878,,12/10/24,12/10/24
73317766,12/5/24,,12 West Street U:12,4,,Arlington High,910000,899900,899900,2210,,12/18/24,12/18/24
73317765,12/11/24,,94 Moreland Rd,3,,Weymouth,556655,549900,549900,1260,,12/27/24,12/16/24
73317764,12/5/24,,19 Charles St,3,,Woburn Memorial,679900,679000,695000,2315,,1/21/25,1/21/25
73317763,12/5/24,,10 Tree Top Way U:10,2,,,489900,489900,489900,1258,,12/23/24,12/23/24
73317762,12/5/24,,138 Tyngsboro Rd U:1,2,,Chelmsford High,240000,240000,240000,690,,12/17/24,12/8/24
73317761,12/5/24,,6 Woodman Way U:115,2,,Newbuyport,500000,495000,495000,1130,,12/22/24,12/7/24
73317758,12/5/24,,238 River Rd,4,,,530000,540000,580000,1400,,1/15/25,1/15/25
73317751,12/5/24,,48 Oliver Street,2,,,339000,339000,339000,1040,,12/26/24,12/12/24
73317750,12/5/24,,23 Purcell Drive,3,,Chelmsford,631000,549900,549900,1641,,12/16/24,12/11/24
73317749,12/5/24,,21 Riverside Road,4,,FHS,1150000,1200000,1200000,4300,Riverside Village,12/11/24,12/11/24
73317747,12/5/24,,501 Commerce Drive U:3104,2,,,385000,399900,399900,1064,,12/19/24,12/12/24
73317744,12/5/24,,38 Allston Street U:1,3,,,1135000,1189000,1189000,1424,,12/31/24,12/30/24
73317743,12/5/24,,28 Ninth St U:704,2,,Medford High,639000,639000,639000,1128,,12/10/24,12/10/24
73317741,12/4/24,,13 Gifford Ave,3,,,435000,439800,439800,1176,,12/29/24,12/16/24
73317739,12/5/24,,17 Strawberry Ln,3,,Dartmouth,630000,599900,599900,2014,,12/24/24,12/9/24
73317737,12/5/24,,38 Carter St U:302,1,,,397500,389000,389000,888,,12/13/24,12/7/24
73317733,12/5/24,,41 Spencer Rd U:26G,1,,,185000,209900,209900,760,,12/28/24,12/28/24
73317732,12/5/24,,47 Eckington St,3,,,260000,249900,249900,1242,,12/24/24,12/11/24
73317730,12/5/24,,24 Hillcrest Rd,3,,Wakefield HS,677000,679000,679000,1521,,12/29/24,12/11/24
73317725,12/5/24,,393 Neponset Street U:B,2,,,480000,479900,479900,1268,,1/2/25,1/2/25
73317720,12/5/24,,15 Brittania Cir U:15,2,,Salem High,580000,579900,579900,1711,,12/19/24,12/6/24
73317711,12/5/24,,49 Riley Rd,3,,,440000,445000,445000,973,,12/22/24,12/9/24
73317706,12/5/24,,3 Weathervane Rd,4,,BMHS,875000,899900,899900,2578,,12/13/24,12/13/24
73317705,12/5/24,,75 Wintergreen Ln,3,,Taunton HS,540000,520000,520000,1612,Woodward Estates,12/22/24,12/9/24
73317701,12/5/24,,688 Boston Post Rd E U:327,2,,,285000,285000,285000,919,,12/22/24,12/7/24
73317700,12/5/24,,3 Athens Drive,4,,,751000,749900,749900,1914,,12/12/24,12/6/24
73317691,12/5/24,,688 Andover Street,4,,Lowell High,1023500,949900,949900,3348,,12/24/24,12/13/24
73317690,12/5/24,2,124-126 Johnson St,6,,,295900,289900,309900,2510,,1/28/25,1/28/25
73317684,12/5/24,,60 Ridgewood Ln U:5,1,,,152500,152500,152500,533,,12/29/24,12/29/24
73317682,12/5/24,2,14 Homer Street,6,,,429900,429000,429000,2511,,12/16/24,12/9/24
73317680,12/12/24,,18 Sunset Road,5,,Newton North,1800000,1849000,1849000,3594,,12/30/24,12/16/24
73317678,12/5/24,2,56 Main Street,6,,,470000,449000,449000,1894,,12/22/24,12/14/24
73317675,12/5/24,,19 Mulpus Rd.,4,,Ayer/Shirley Re,580000,539900,539900,2152,,12/17/24,12/9/24
73317672,12/5/24,,17 Beals Cove Road U:B,2,,Hingham High,430000,440000,440000,1090,,12/17/24,12/11/24
73317671,11/1/24,,1 Franklin St U:4905,3,,,3600000,3750000,3750000,2196,,12/17/24,11/15/24
73317661,12/5/24,,31 1St St U:A,2,,,549000,549000,549000,1560,,1/10/25,12/23/24
73317654,12/5/24,,4 Oakhill Dr,3,,,560000,509900,509900,1539,,12/11/24,12/11/24
73317653,12/5/24,,874 E 6th Street U:PH6,2,,,1200000,1299000,1299000,1341,,1/3/25,12/25/24
73317651,12/5/24,,1129 North Shore Rd. U:1A,2,,,376000,369000,369000,779,,12/10/24,12/10/24
73317647,12/4/24,2,11 Liberty St,3,,Southbridge Hig,388000,399900,399900,1950,,12/26/24,12/26/24
73317646,12/5/24,2,145 Billings Rd,2,,,720000,799900,799900,1323,,1/4/25,12/20/24
73317644,12/5/24,,34 Proctor Rd,4,,NMRHS,725000,729000,729000,2398,,1/9/25,1/9/25
73317642,12/5/24,,129 Mary Theresa Terrace,3,,Lowell High,490000,489900,489900,1138,Pawtucketville,1/22/25,1/10/25
73317641,12/5/24,,22 SANDERSON RD,3,,Littleton High,705000,649999,649999,1936,,12/25/24,12/11/24
73317640,12/5/24,,2 Woodman Ridge Rd,3,,Andover High,750000,689900,689900,2004,,12/16/24,12/10/24
73317639,12/5/24,,29 Concord Avenue U:303,1,,,670000,640000,640000,503,,12/12/24,12/12/24
73317638,12/5/24,,9 Spruce St U:9,2,,Hopkinton High,1000000,959000,959000,2800,,12/11/24,12/11/24
